作者,讚數,時間,連結,貼文內容
旅充小日子,2,2024-04-09,https://www.facebook.com/groups/traveler168/posts/1852170971964945,淳手作圓仔湯就位在麥當勞-淡水中山店的旁邊，是淡水商圈裡面相當熱鬧的區域，離淡水老街有點距離，比較算是在地人會來買的店家，店家主要是賣冰品為主的，有剉冰、豆花、雪花冰，配料選擇很多，也整理得很乾淨，購買起來相當舒服，在這炎炎夏日裡，來一碗冰真可說是透心涼阿，而且他的價格一般，提供的配料分量滿多的，是一間滿推薦的淡水冰店！
黃檸檬YELLOWLEMON,4,2024-04-09,https://www.facebook.com/groups/traveler168/posts/1852141011967941,像Windows 桌面一樣！藍天白雲配上整片綠地毯，真的是太療癒啦！Let’s go hiking!這裡https://chic.tw/s/g4VzYtn
跟著領隊玩,7,2024-04-09,https://www.facebook.com/groups/traveler168/posts/1852134928635216,Googe高達4.3顆星！此生必泡的溫泉之一，當然就是全台唯一的關子嶺泥漿溫泉，絕佳的住宿視野，還能用泥漿溫泉敷當面膜敷臉喔！Googe高達4.3顆星！全文閱讀：https://taiwantour.info/lichiuan/
跟著領隊玩,8,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851900171992025,日式無菜單料理隱身在嘉義後站的日式無菜單料理，只要698元起，就能吃到高規格的8品，重點是每一道都是主廚精心設計，每一季菜單都不一樣，絕對讓你驚呼連連！全文閱讀：https://taiwantour.info/songzhu168/
Kao May,4,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851827538665955,#台北 #砂鍋粥我蠻喜歡吃鹹粥與湯飯，不過通常這類型的店大多是小吃店的型態，可能不是很適合作為正式的親友聚會餐廳，所以非常推薦這間位於東區大安路的砂鍋粥餐廳，砂鍋粥口味很多，還有很多私房菜、小點跟飲品可以選擇，超級適合親友聚餐的啦!
愛燒烤,0,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851866365328739,愛燒烤
余執中,2,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851895425325833,台中北區新開幕！以日本清酒為主題，品味放鬆小酌一杯，不喝酒也能來吃美食：釜飯、烤白鰻、鰻魚飯、預約制の生魚片。ARAMASA-sake bistro
高佳惠,0,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851889931993049,高佳惠覺得開心──和謝炳坤及郭英傑。
李育青,2,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851881955327180,#桃園出發亞洲航空【值享趣】沙巴日-淘夢島.泛舟.馬里馬里文化村.可愛長鼻猴 淘夢島九如河泛舟馬里馬里文化村長鼻猴水上清真寺精選IBIS 3晚+市區四星格蘭迪2晚全程無自理餐特色餐食: 人氣富源下午茶、肉骨茶風味餐美味老虎蝦每人一支格蘭迪飯店內自助晚餐出發日期：4月~10月售價($)23900元起/位 行程連結https://tour.lifetour.com.tw/detail/BKI06AK001......報名請洽 #五福旅遊 李育青聯繫電話 0989779871Line帳號 https://tinyurl.com/25mgcfyf
阿舍里的札記部落,8,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851724482009594,又來到一年一度花旗木綻放的季節美不勝收 夢幻又吸睛去了一趟嘉義竹崎跟花旗木浪漫偶遇 超舒心朋友們不妨走出戶外感受一下春暖花開的美景
陳柚子,1,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851841051997937,提起薩爾斯堡(Salzburg)推薦的美食，一般人都會推薦莫札特廣場的托馬塞利咖啡館(Café Tomaselli)、老城區裡的百年莫札特咖啡(Café Mozart)、香腸熱狗攤Balkan Grill Walter…..，但嚴格說起來香腸熱狗屬於點心等級，馬塞利咖啡館與莫札特咖啡則是名氣響亮，但價格昂貴、口味好壞也比較見人見智….兩次造訪薩爾斯堡，真的讓我懷念無比的會是這家位於老城區邊緣的希臘餐廳Restaurant IRODION，那澎湃海鮮燒烤盤搭配鮮搾啤酒的順口與回味無窮，現在想起我還是口水直流^^https://kimiyo.tw/restaurant-irodion/#薩爾斯堡
大马阿豪在南法,3,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851838228664886,南法天氣開始越來越熱了，今天25攝氏度
陳維林,0,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851827728665936,長街宴開始啦～
高樂天,3,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851811988667510,新店報報!!!!!鳳山體育館內純白裝潢日式甜點店，主理人親赴日本進修取得製菓衛生師，抓住草莓季尾巴享用草莓甜點美味「瑠美 Rumii patisserie和洋製菓 甜點專賣店」。這間「瑠美Rumii patisserie和洋製菓甜點專賣店」是看到格友分享才收入口袋名單，因新開幕美美的甜點店馬上前來品嚐，觀看臉書得知老闆的日文名子叫做”Ru Mi”，直接譯音才把這間甜點店取名為「瑠美和洋製菓甜點專賣店」，主理人遠赴日本進修取得製菓衛生師，回國內從網路販售至開啟實體店面，選址就在鳳山運動中心旁邊純白鐵皮屋，從室內窗口竟然可觀賞游泳池的全景，室內銷售台陳列眾多的甜點供挑選，觀看標價是覺得合理範圍內， 品嚐覺得美味直得推薦給您品嚐。#鳳山區 #瑠美Rumiipatisserie和洋製菓甜點專賣店 #懶人包 #台南美食 #高雄 #甜點 #日式 #咖啡 #樂天小高 #美食 #高樂天 #樂天 #吃 #小高
Cherry Huang Cherry,1,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851819068666802,#桃園出發報名付訂前16名，享第二人減3000元長榮航空克斯.十六湖10日-三大國家公園、雙纜車、鐘乳石洞三大經典國家公園 + 世界文化遺產雙纜車~美景盡收眼底最強人間仙境、歐洲九寨溝--十六湖國家公園阿爾卑斯之珠--布雷德湖 + 布雷德城堡亞得里亞海的珍珠--杜布羅尼克巴洛克浪漫之都--盧比安那出發日: 8月14 已成團9月11.2210月6.20售價：97900元起/位不含每位小費12歐元/天行程連結https://tour.lifetour.com.tw/detail/VIE10K16#VIE10BR24814K01報名請洽：五福旅行社業務：黃秀琴手機：0938039846Line:hhc0101或行動條碼https://line.me/ti/p/AW7BCvVqnO
安格斯旅遊行程規劃,1,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851772258671483,首爾輕鬆無購物五日團 酷航首爾輕鬆趣 + 兩晚明洞市區飯店 一天自由行+不進購物站 特別安排浪漫南怡島歐風小法國村+義大利小鎮大小朋友必去～愛寶樂園體驗江華島斜坡滑車必看塗鴉秀團費：$19900日期：05/16、05/22、05/23、05/26、05/3006/03、06/05、06/13、06/16、06/19、06/2008/25、08/26、08/28、08/2909/01、09/02、09/04、09/05、09/12、09/16、09/22、09/23、09/25、09/26、09//30團費：$20900日期：06/02、06/24、06/2607/17、07/21、07/22、07/24、07/25、07/3108/01、08/07、08/08、08/12、08/18、08/19、08/21、08/22團費：$24900日期；06/27、07/07不含小費300/天雙向國際旅行社股份有限公司正職人員-王群元綜合旅行社 交觀綜字212400號｜品保北644號  統編23909068 台北市內湖區內湖路一段120巷15弄25號3樓公司電話：02-77291357報名專線：0910036818  王群元看行程&問問題點擊https://lin.ee/dnvpxKOLine ID: @919qezvk
Kristy Li,2,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851753395340036,其他團體行程也可詢問
胡晟昊,1,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851751042006938,
安格斯旅遊行程規劃,1,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851748708673838,清+曼10天全覽搭乘星宇航空-清萊藍白雙廟叢林騎象泰服體驗加贈水果吃到飽-全明星郵輪號+海鮮自助吧四面佛喬德夜市七珍佛山-NT$33900 (含稅)-曼谷進/清邁出5/13、5/14、6/5、6/12、6/19-清邁進/曼谷出5/16、5/23、5/29、5/30-不含小費300/日限定送小費 : 5/16、5/23 雙向國際旅行社股份有限公司正職人員-王群元綜合旅行社 交觀綜字212400號｜品保北644號  統編23909068 台北市內湖區內湖路一段120巷15弄25號3樓公司電話：02-77291357報名專線：0910036818  王群元看行程&問問題點擊https://lin.ee/dnvpxKOLine ID: @919qezvk
吳佩勳,0,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851740265341349,北海道櫻花季快點約朋友一起去北海道賞櫻錯過四月東京、大阪的櫻花的朋友們，不要再錯過北海道啦尼克森海洋公園超萌企鵝遊行 世界三大夜景函館百萬夜景 “櫻花現”三島先生的芝櫻庭園 北海道唯一神宮-北海道神宮 人氣觀光景點-小樽運河 特色海鮮市場-函館海鮮市場 三大蟹/壽喜燒/長腳蟹吃到飽 雙溫泉飯店（一晚面湖房）出發時間6天 $35900 ： 5/2、5/7、5/9、5/14、5/21、5/23、5/25、5/28、5/307天 $37900 ：5/5、5/19、5/265/9、5/14 促銷送小費了解詳情https://lin.ee/vnwRD3C服務業務：林佩玲聯絡電話：0978756521公司名稱：雙向國際旅行社交觀綜2124號| 品保北644號
宏家旅遊,1,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851711758677533,宏家旅遊
跟著領隊玩,4,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851706602011382,澎湖唯一的鯊魚炸粿說到澎湖特色小吃，首推當然是炸粿，但你知道西嶼鄉有間全澎湖唯一的鯊魚炸粿嗎！因為製作太費用，加上地點太隱密，只有在地人才知道呢！全文閱讀：https://taiwantour.info/wuhu-snacks-2/
迪家 爆紅炸物,0,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851678385347537,迪家 爆紅炸物
Kt Ch,1,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851702848678424,
嚴勇泉,1,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851702862011756,嚴勇泉──和邱彥傑及其他 95 人。
瓦倫蒂娜去旅行,3,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851666385348737,謝謝帛琉觀光局 Pristine Paradise Palau自4/1開始，搭China Airlines 中華航空 就送美金2504/1 我搭上第一波啦!!這幾天在帛琉度假歡迎跟著我沿途打卡，追蹤我IG: https://www.instagram.com/tinatrip.tw/到帛琉後就可以現領美金250，大概就是機票半價的概念#領取條件持有中華民國護照的旅客#領取地點帛琉觀光局(Palau Visitors Authority)#領取時間每週一至週五8:00~17:00#準備文件護照登機證電子機票飯店預訂憑證#限定出發日期4月1 8 15 22 29 5月 6 13 20 27 6月 3 10 17 24#瓦倫蒂娜去旅行 #帛琉自由行 #帛琉淺水 #帛琉浮潛 #浮潛
鄭玉潔,6,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851663742015668,擁有百年歷史的國寶級酒店-IG看更多https://reurl.cc/7o2vp1
王芮坦,7,2024-04-01,https://www.facebook.com/groups/traveler168/posts/1847360695779306,放鬆身心好去處 不管是吃的還是逛的都很舒適
張育萍,6,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851656942016348,台北成功高中好吃麵店，台北涼麵推薦，「何家大碗公涼麵成功店」必點特色綠藻涼麵、泰式酸辣涼麵，開胃涮嘴，還有好吃的榨菜肉絲麵與麵、湯品類，滿足愛吃麵老饕，便宜大份量，捷運善導寺站美食。來去吃：https://upssmile.com/214931/hejia-dawangong-liangmian何家大碗公涼麵成功店。電話： 02 2321 8827。地址：100台北市中正區青島東路21之9號。營業時間：07:00-20:00。
Sinian Li,5,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851651522016890,注意店門口張貼告示，說80年次之前出生的，不要叫工作人員阿姨，以免影響出餐品質…想吃又厚又好吃的蘿蔔糕要乖乖遵守喔白沙屯拱天宮-泡菜蘿蔔糕
Su Zhen Jiang,1,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851646538684055,台灣媽祖村.已更名為姜太公中部道場-客家大院打卡苗栗「桐花王」雖然桐花被稱為「四月雪」或「五月雪」.不過通常賞桐都得往山裡或步道走.並不容易親近！然而在苗栗銅鑼.位於客家大院宗教文化園區內的這座「桐花公園」.占地廣達15公頃.種植了近萬棵的油桐樹.遊客無須跋山涉水就能輕易接觸桐花.而在這片桐花林中最受矚目的.當屬１棵萬中選一的「桐花王」！花開得很快油桐花真的超美｛台灣桐花王20年歷史｝｛古典與現代建築藝術的客家大院本身.大院龍邊2百年歷史的土地公廟.全台獨一無二造型討喜的天地財庫｝苗栗客家大院大亮點#惡婆婆進駐油桐花#找惡婆婆打卡送好禮#好禮每天限量100份喔！
Winwin Yao,0,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851586242023418,https://www.facebook.com/share/p/WXKBQNztRidbZBRz/?mibextid=WC7FNe護照遺失怎麼辦？分享跟大家喔
跟著領隊玩,6,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851557225359653,雨天來泡湯吧北投必泡溫泉飯店之一，擁有自己的溫泉源頭，水質就是不一樣，讓Sky泡完溫泉一上床就陷入半昏迷，尤其在冷冷的冬天就是爽！還有一個人泡的溫泉湯屋喔！全文閱讀：https://taiwantour.info/spring-city-resort/
衙門打工仔的日常,2,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851270255388350,大家有什麼美國東岸美食也可以推薦給我喔下次出差就去試試！
Qian Hedy,2,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851271695388206,#牛角 #台北燒肉 #松山燒肉開許久的燒肉老店-牛角，我是最近才第一次吃，是吃單點而非吃到飽。整體吃下來最喜歡的是看更多完整分享
跟著領隊玩,33,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851266295388746,兩人房1071元起哥住的不只是台中車站旁的景觀飯店，更是融合日治與民國的老城區，兩人房1071元起，這也太便宜了吧！記得提早訂房！就在台中火車站旁邊喔！全文閱讀：https://taiwantour.info/greenhotel/
Kamil Kosela,0,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851377745377601,
Liu Yi Fei,1,2024-04-08,https://www.facebook.com/groups/traveler168/posts/1851383358710373,暑期親子淨灘總動員讓我們在當天相見即日起～6/10報名為止淨灘活動的意義在於淨化海灘的同時，能將環境保護的理念深深植入每個人的心中這次主要是想要藉由淨灘的活動讓小孩們知道海洋保育與清潔維護的重要性6/22北部：新北淺水灣　白沙灣6/24新竹：海山漁港海灘　南寮親子海灘6/26中部：大安海水浴場　漁光島南部：蚵仔寮海邊沙灘　西子灣小自然秘境沙灘　旗津海水浴場淨灘活動前50位報名會送誠品書局5000元禮金 林小姐:0909034032 Line:kilo0620有意願著 歡迎大家踴躍報名
Ki Taka,4,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851321032049939,[台中美食]台中的咖啡店越開越密集，這回在台中西屯中科方向發現了一家不錯的咖啡小店──湮云 Lostcloud Cafe。其內裝簡約中帶有個性，不只適合工作商務、聊天談是非，咖啡水準佳兼有創意，亦有許多真材實料的手工甜點可以選擇，最棒的是搭配成套餐竟然只要NT$199，整體消費相當平價，物超所值，也推薦給大家。[CAFE、甜點／台中中科]https://bit.ly/kisara_02342
Chilly Wu,3,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851292218719487,台南美食東區優質義式餐廳！老闆親赴漁港挑選尚青的海鮮食材，主打海釣的海魚，秉持著如同做菜給自己家人、孩子般的心意，不過度調味走健康路線，讓消費者吃得安心！環境整潔又舒適，桌數不多反而是一種優點，即使滿座的狀態下也不會覺得喧鬧！二樓有包廂，亦提供包場及客製化餐點服務。該店販售義大利麵、燉飯、排餐，也有供應紅白酒、啤酒！「2人分享餐」包含開胃小點、經典凱撒沙拉、主廚特製濃湯2份、麵飯二擇一、主菜二擇一、主廚特製甜點2份、非酒精性飲品2杯，套餐內容豐盛！店家頗注重儀式感，擺盤用心講究！ 烏魚子蛤蠣義大利麵 蜂蜜爐烤櫻桃鴨胸 鯡魚普切塔 經典凱撒沙拉 奶油玉米濃湯 千層蛋糕 鮮奶茶 蜂蜜柚子蘇打#台南東區美食#台南東區餐廳#台南義大利麵推薦==============【店名】Good Day Kitchen【地址】台南市東區崇學路230巷5號【電話】06-260-4782【營業時間】11:00~14:00 / 17:30~21:00【公休日】每週一晚上、每週二全天==============詳全文https://smartrabbit.pixnet.net/blog/post/50801156
米米mimi ｜旅遊｜美食｜生活｜,4,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851276712054371,彩色島Burano就像是水都威尼斯的迷你版，超級浪漫！房屋的色彩就像是彩虹般繽紛多彩！在Moon月鯉灣景觀咖啡廳，可以超放鬆地度過海灘時光，盡情享受清涼的海風和美麗的夕陽。這絕對是高雄最吸引人的午後浪漫時光！
Eagen Lue,1,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851269845388391,#端午連假來喔來喔~ 為了下個連假做準備 提早享受早鳥優惠雙向找到了業務專員:呂訓旭(小呂)連絡電話:0963577492Line ID: @671arakc加line詢問最快速~~~~
蔡孟谷,0,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851078582074184,蔡孟谷──在航向世界旅遊蔡孟谷0915-732721 。
RLai與Sasa玩生活,1,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851230932058949,RLai與Sasa玩生活──在辛野火鍋。
Yu Chen,5,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851255672056475,日式的烤串(串燒)我想也是很多人喜愛的美食之一，尤其來到日本很多人都會更想嘗嘗道地的美食，這家【串鳥仙台東口店】價格經濟實惠，且都是當地人來用餐的，在仙台、北海道以及東京都有分店，店內的雞湯好好喝而且免費供應的。
張育萍,1,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851227755392600,全台首間山中露營小屋，林口最新開幕美式早午餐餐廳「貳樓林口店」，7米挑高加上寬敞94坪空間，用實木貫穿空間，搭配岩石牆面配合大片鏡面營造，仿真營火台，必點林口限定「野炊系餐點」Greek Style野炊系炭烤雞肉早午餐430元，附新鮮果汁，無限暢飲奶茶等咖啡飲品，好吃好拍，飲品還有無限暢飲方式，也是寵物友善餐廳，林口網美咖啡廳推薦，去林口露營吧。來去玩：https://upssmile.com/215109/second-floor-linkouSecond Floor 貳樓林口店。電話：02 2600 9133。地址：244新北市林口區民富街108號。營業時間：一二三四10:00–21:30。五六08:00–22:00。日08:00–21:30。
Cherry Huang Cherry,1,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851224815392894,#桃園出發越南河內高貴不貴~真心推薦璀璨福星~法式情懷越南日-下龍灣章魚號日遊船、長安生態舟遊、纜車、36古街、全程五星住章魚號Sea Octopus(2022年下水)下龍灣日遊船寧平陸龍灣輕舟漫遊三十六古街含電瓶車餐標升級平均15USd住宿全程五星飯店售價:28500元起已成團日期:5/12、5/19其他出發日期:5/24、6/2、6/9、6/14....行程連結：https://tour.lifetour.com.tw/detail/HAN05BR2401A報名請洽：五福旅行社業務：黃秀琴手機：0938039846Line:hhc0101或行動條碼https://line.me/ti/p/AW7BCvVqnO
享受生活不無聊。規小孫,3,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851223212059721,安排好時間、多留點假期，讓我們用行動一起支持花蓮，讓他們知道我們一直都在～♡
康君夷,0,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851166422065400,
GMONEYFAST,0,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851105955404780,
跟著領隊玩,9,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851056952076347,起司條才32元士林 CP值超高的起司條(餅)，底部餅乾竟然還有堅果核桃，平均一條才32元，難怪老士林人都買這一間！巧克力系列也是熱銷商品喔！真的是隱藏版的名店！全文閱讀：https://taiwantour.info/eleganthouse/
衙門打工仔的日常,1,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1851002722081770,#美國 #華盛頓特區 #文章 #美食分享
舒亭曦,0,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1850992278749481,來信義區最Chill景觀台高質感下午茶！KADOKADO雞蛋糕專売所 「印象台灣2.0」上市中，鬆軟細緻的雞蛋糕配上無糖茶及嫩口的白水豆花奢華野餐區超讚，在89樓悠閒的邊吃邊看風景實在享受！ KADOKADO雞蛋糕專売所KADOKADO 101獨家高空店地址：台北市信義區市府路45號 89樓觀景台電話：(02)8101-0096
高樂天,1,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1850967472085295, 赤崁樓周遭人氣雞蛋燒，Goole142則評論獲得幾乎無負評4.9顆星好成績「人人 雞蛋燒｜雞蛋糕」。「人人雞蛋燒.雞蛋糕」原本是在大同路騎樓下攤位店家，現在又搬遷至民族路赤崁樓周遭騎樓下，人人雞蛋燒主打每日新鮮手打麵糊，僅添加牛奶、麵粉、雞蛋及糖來製作麵糊，至於口味有鹹有甜供選擇，甚至蛋還可以選全熟或半熟，品嚐完覺得很天然定價合理範圍內，值得樂天小高推薦給您品嚐看看。#人人雞蛋燒雞蛋糕 #雞蛋燒 #雞蛋糕 #赤崁樓美食 #台南 #懶人包 #台南美食 #中西區 #甜點 #日式 #樂天小高 #美食 #高樂天 #樂天 #吃
跟著領隊玩,12,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1850965422085500,一起到森林烤肉去桃園超好玩森林，有漂亮的空中步道、櫻花步道、無敵景觀和樹屋溜滑梯，還有４座溜滑梯、盪鞦韆、蹺蹺板等，重點是這些設施都被大樹包圍，玩起來一點都不熱喔！絕對是親子旅遊必訪！全文閱讀：https://taiwantour.info/201607241300/
宗韓,1,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1850800672101975,"公館米澤製麵 讚岐烏龍麵專賣店 , 柴魚昆布高湯滑順Q彈烏龍麵 台大、師大學生激推的平價美食https://clairehsaun.com/blog/post/202403240856"
Cindy Lin,2,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1850936118755097,好可愛的骡鹿！ YouTube: https://youtube.com/shorts/Sl1T697NAeI  Facebook: https://www.facebook.com/reel/2199518347054005
Meichun Lin,1,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1850959712086071,Kuta洋人街是巴里島必逛的街市，到底有什麼必買，看這篇就知道！還告訴您免費的賞日落景點與隱藏版美食唷！https://fresh438.pixnet.net/blog/post/45026370 
高樂天,1,2024-04-07,https://www.facebook.com/groups/traveler168/posts/1850964905418885, 赤崁樓周遭人氣雞蛋燒，Goole142則評論獲得幾乎無負評4.9顆星好成績「人人 雞蛋燒｜雞蛋糕」。「人人雞蛋燒.雞蛋糕」原本是在大同路騎樓下攤位店家，現在又搬遷至民族路赤崁樓周遭騎樓下，人人雞蛋燒主打每日新鮮手打麵糊，僅添加牛奶、麵粉、雞蛋及糖來製作麵糊，至於口味有鹹有甜供選擇，甚至蛋還可以選全熟或半熟，品嚐完覺得很天然定價合理範圍內，值得樂天小高推薦給您品嚐看看。#人人雞蛋燒雞蛋糕 #雞蛋燒 #雞蛋糕 #赤崁樓美食 #台南 #懶人包 #台南美食 #中西區 #甜點 #日式 #樂天小高 #美食 #高樂天 #樂天 #吃
尹穆偶,0,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850743622107680,破千則好評評價的人氣迴轉壽司使用頂級鮮美食材及大廚職人的精湛刀工料理，將創意隨著季節節慶或混血美式揉和。詳全文：https://kielkiel.com/%e5%a4%a7%e6%bc%81%e8%bf%b4%e8....../本季的極上盛合結合美式豪放與日式纖細的不同魅力，外觀美感超群，口味更是豐富具有層次。春の旬彩料理一口氣品嚐到合唱團式的海底群英，太精彩了！情人節節慶套餐，視覺味覺的美好饗宴，道道讓人怦然心動。引進日本智慧型輸送系統結合店內特殊裝潢格局。是全台少見的全包廂式迴轉壽司，可以完全享受美味吃的安心與放鬆。喜愛日本料理及迴轉壽司的朋友非常推薦哦～=====大漁迴轉壽司 ( 創始店 )地址：408台灣台中市南屯區文心南路57號電話：04 2471 6668
Anna Shih,2,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850686232113419,
GMONEYFAST,0,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850667192115323,
Da Biz,0,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850653278783381, 马六甲的一日游服务~
跟著領隊玩,4,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850650748783634,必吃馬鈴薯豬骨湯Google 多達2000則高達4.3顆星的韓式料理，竟然隱身在【條通商圈】裡，平日沒預約不一定有位置喔！必吃韓國烤肉、一隻雞、安東燉雞、海鮮煎餅、馬鈴薯豬骨湯、韓式炸雞、辣炒年糕等，還有桌邊服務喔！全文閱讀:https://taiwantour.info/hanjin-pavilion/
Cherry Huang Cherry,0,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850587868789922,#台北出發長榮航空北海道芝櫻假期5日-東藻琴芝櫻、上湧別鬱金香、體驗勝手丼、釧路溼原、浪漫小樽出發日期：5/11.14.19.23售價：31900元起 東藻琴芝櫻~八萬平方公尺粉紅浪漫世界上湧別鬱金香~約120個品種、120萬株的鬱金香體驗勝手丼~旅人DIY海鮮勝手丼鄂霍次克流冰館~體驗零下15℃北國極地溫泉泡湯樂行程連結：https://tour.lifetour.com.tw/detail/CTST5BR24019......報名請洽：五福旅行社業務：黃秀琴手機：0938039846Line:hhc0101或行動條碼https://line.me/ti/p/AW7BCvVqnO
福裕黃,0,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850621055453270,
高樂天,2,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850601702121872,號稱是高雄最美港式燒臘便當店，師承台北知名燒臘店的廚藝「金禾港式燒臘店」。小高已經吃遍高雄各港式燒臘便當店，最近看到格友分享才專程前來購買，這家「金禾港式燒臘店」開幕至今約半年時間，打著最美港式燒臘便當店闖出名號，短短半年Goole竟然可累積288則4.2顆星評論，今天下午1:20分前來很多便當已經賣完，因此僅能選擇剩下主菜與各位分享，品嚐覺得很美味定價稍微高些，假如要請小高Goole做評論，我可以給店家整體4.5顆星好評，是值得樂天小高推薦給您品嚐。#金禾港式燒臘店 #港式燒臘店 #便當店 #前鎮區 #小吃 #高雄 #高雄美食 #三寶飯 #樂天小高 #美食 #高樂天 #樂天 #吃
吳佩勳,1,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850572372124805,黃刀鎮12天  只要139900 ！4月底前下訂，再加碼送小費！黃刀鎮是許多有極光夢必去的地方之一有高達95%的機會可以看到極光欣賞一片一片的跳舞極光 行程特色：3晚黃刀鎮追逐極光加拿大第一座國家公園-班夫國家公園淘金小鎮-希望鎮溫哥華品酒搭乘迷你彩虹船西雅圖-星巴克創始店更多精彩豐富的內容詳情請看行程趕快手刀搶購了解詳情https://lin.ee/vnwRD3C服務業務：林佩玲聯絡電話：0978756521公司名稱：雙向國際旅行社交觀綜2124號| 品保北644號
張育萍,1,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850533115462064,台北最強燒肉吃到飽推薦，台北西門町燒肉餐廳「肉次方燒肉放題西門峨眉店」老饕必吃，建議先肉次方線上訂位，保證100原塊牛肉日式燒肉吃到飽，價位為598元、698元、798、998元共4種，肉控最愛的牛豬肉高達15種、海鮮、雞肉、羊肉等食材，有「肉肉控」必吃美譽，附肉次方菜單，台北燒肉推薦，西門美食收口袋。來去吃：https://upssmile.com/213605/powerofmeat-ximending肉次方燒肉放題西門峨眉店。電話：02 2388 9010。地址：108台北市萬華區峨眉街37號4樓。營業時間：一二三四11:30–23:00。五六11:00–01:00。日11:00–23:00。
跟著領隊玩,22,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850527025462673,兩人房1346元起嘉義文化夜市旁的行旅，步行不用一分鐘，大間的兩人房竟然1346元起就有，還有咖啡喝到飽和自助式早餐，真的超級划算，Google高達4.5顆星！全文閱讀：https://taiwantour.info/meanttobeinn/
梁功力,1,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850407865474589,梁功力
上客旅遊粉絲團,0,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850416588807050,熱情推薦昆明大理麗江八天桃園機場廣州昆明出發日期：5/27尚有4席邀您同遊經典大美雲南八日遊7晚五星級的酒店5/27桃園機場出發［5/27--6/03］早鳥價$37900/人報名專線04--22369292柳小姐0925-2391380923198166（索取行程表可加賴）
迪家 爆紅炸物,0,2024-04-06,https://www.facebook.com/groups/traveler168/posts/1850420692139973,迪家 爆紅炸物
